topic_id,project,first_date,subject,message_count,review_state,classification,reason
topic-752510aa3d115865,tomcat,2023-10-12,[Bug 67697] Unable to use tomcat-jdbc 10.1.14,1,pending,,
topic-9b93e2b7db242054,tomcat,2023-10-12,[Bug 67697] New: Unable to use tomcat-jdbc 10.1.14,1,pending,,
topic-e4d40b828108ce23,tomcat,2023-10-12,[tomcat] branch main updated: BZ 67667: TLSCertificateReloadListener prints unreadable rendering of X509Certificate#getNotAfter(),3,pending,,
topic-fdb68f2c4f5a22e0,tomcat,2023-10-12,[VOTE] Release Apache Tomcat 10.1.15,6,pending,,
topic-fe4d22fecc7b14af,tomcat,2023-10-12,Which release artifact should we expect to be reproducible?,14,pending,,
topic-014d919f1ea138cf,tomcat,2023-10-13,[Bug 67731] New: Remove win-ipv6.patch,1,pending,,
topic-1ee05d83b1ba51f7,tomcat,2023-10-13,[ANN] Apache Tomcat 9.0.82 available,1,pending,,
topic-3a13bd517be611dc,tomcat,2023-10-13,[VOTE][RESULT] Release Apache Tomcat 9.0.82,1,pending,,
topic-6ef31638d8f32473,tomcat,2023-10-13,[Bug 67722] Tomcat 10 Http11AprProtocol Protocol handler instantiation failed,5,pending,,
topic-b429551a6ce36a4e,tomcat,2023-10-13,[Bug 67732] New: APR Deprecation Note in 10.1 doc is missing,1,pending,,
topic-cfe33572e51b2b43,tomcat,2023-10-13,[Bug 67731] Remove win-ipv6.patch,2,pending,,
topic-daf01f67af20ffe6,tomcat,2023-10-13,[PR] BZ 66670: Add SSLHostConfig#certificateKeyPasswordFile and SSLHostConfig#certificateKeystorePasswordFile [tomcat],21,pending,,
topic-e9b0f208bf4ac1e5,tomcat,2023-10-13,[Bug 67732] APR Deprecation Note in 10.1 doc is missing,2,pending,,
topic-28d5fc6a9b6495a0,tomcat,2023-10-14,"[PR] Before closing the database connection, roll back the transaction [tomcat]",3,pending,,
topic-4edddb59a7a12450,tomcat,2023-10-14,[ANN] Apache Tomcat 11.0.0-M13 (alpha) available,1,pending,,
topic-57e1b6c8dc45bd3b,tomcat,2023-10-14,[VOTE][RESULT] Release Apache Tomcat 11.0.0-M13,1,pending,,
topic-2cf987101817f0d0,tomcat,2023-10-15,[Bug 67757] New: tomcat-jdbc 10.1.14 - org.apache.tomcat.jdbc.pool.PooledConnection is not an interface,1,pending,,
topic-340331f2e30ceaba,tomcat,2023-10-15,[Bug 67757] tomcat-jdbc 10.1.14 - org.apache.tomcat.jdbc.pool.PooledConnection is not an interface,1,pending,,
topic-3df6b2da00499f26,tomcat,2023-10-15,Bug report for Tomcat Native [2023/10/15],1,pending,,
topic-437b7d06abdc0cc5,tomcat,2023-10-15,Bug report for Tomcat Connectors [2023/10/15],1,pending,,
topic-58f1b9f003d1946f,tomcat,2023-10-15,Bug report for Taglibs [2023/10/15],1,pending,,
topic-6cd381643e7ee6b6,tomcat,2023-10-15,Bug report for Tomcat 8 [2023/10/15],1,pending,,
topic-9517aa54b148b328,tomcat,2023-10-15,Bug report for Tomcat 10 [2023/10/15],1,pending,,
topic-96f8dd70154be2b5,tomcat,2023-10-15,Bug report for Tomcat Modules [2023/10/15],1,pending,,
topic-c684f6514e03c19d,tomcat,2023-10-15,Bug report for Tomcat 9 [2023/10/15],1,pending,,
topic-2c0e65bad1ff4407,tomcat,2023-10-16,Invalid CVE on sonatype?,3,pending,,
topic-2f0c871738f1ca26,tomcat,2023-10-16,[VOTE][RELEASE] Release Apache Tomcat 8.5.95,1,pending,,
topic-36bfdf0e9181afa2,tomcat,2023-10-16,[VOTE][RESULT] Release Apache Tomcat 10.1.15,1,pending,,
topic-3958d4575461668b,tomcat,2023-10-16,[ANN] Apache Tomcat 10.1.15 available,1,pending,,
topic-fb4d2202122bc942,tomcat,2023-10-16,[ANN] Apache Tomcat 8.5.95 available,1,pending,,
topic-69b808d2bc894288,tomcat,2023-10-17,[Bug 67783] New: Fault when starting tomcat with a pkcs12 keystore that contains the TrustedKeyUsage OID,1,pending,,
topic-6e9497dbd82c2258,tomcat,2023-10-17,[PR] Reinstantiate an updated patch for OpenSSL 1.1.1 on Windows [tomcat-native],9,pending,,
topic-f0995cdb422670f4,tomcat,2023-10-17,[PR] BZ 66670: Add SSLHostConfig#certificateKeyPasswordFile and SSLHostCon… [tomcat-native],5,pending,,
topic-20acedd909657a9c,tomcat,2023-10-18,[tomcat] branch main updated: Add JSON stats to the status servlet,2,pending,,
topic-83f92104b0bc3efd,tomcat,2023-10-18,[Bug 67818] New: SSLContext#setVerify() silently sets undocumented default verify paths,1,pending,,
topic-bd95eefdedf1f46c,tomcat,2023-10-18,[Bug 67818] SSL#setVerify()/SSLContext#setVerify() silently set undocumented default verify paths,3,pending,,
topic-e20a93f767ef833d,tomcat,2023-10-18,[Bug 67793] New: FORM authenticator does not remember original max inactive interval in all use-cases,1,pending,,
topic-ea1871b76a7e9207,tomcat,2023-10-18,Buildbot cancelled in  on tomcat-8.5.x,2,pending,,
topic-efa5f537b88b1ae8,tomcat,2023-10-18,[Bug 67818] SSLContext#setVerify() silently sets undocumented default verify paths,1,pending,,
topic-2c1995386580d87c,tomcat,2023-10-19,"[tomcat] branch main updated: Use a better ""move"" method.",1,pending,,
topic-638b516184b0b8cf,tomcat,2023-10-19,[Bug 67793] FORM authenticator does not remember original max inactive interval in all use-cases,14,pending,,
topic-bad7f93d5cf520e2,tomcat,2023-10-19,[PR] BZ 67818: SSL#setVerify()/SSLContext#setVerify() silently set undocum… [tomcat-native],5,pending,,
topic-c8eeef923b503a9a,tomcat,2023-10-19,[tomcat] branch main updated: Add charset,3,pending,,
topic-0f2ca00dc354e817,tomcat,2023-10-20,[Bug 67849] New: MIME type mapping for JavaScript is text/javascript instead of application/javascript,1,pending,,
topic-23d359ce3d0dbeec,tomcat,2023-10-20,[Bug 67849] MIME type mapping for JavaScript is text/javascript instead of application/javascript,2,pending,,
topic-552b271bec8dcc11,tomcat,2023-10-20,Non preview FFM (formerly known as Panama) API,5,pending,,
topic-dee7f050e5508708,tomcat,2023-10-20,"JDK 21 Is Now GA, a New VS Code Extension, and an Annotation Processing Heads-up",2,pending,,
topic-fc087472dc8e5b68,tomcat,2023-10-20,[PR] Added option to use custom SSLContext [tomcat],14,pending,,
topic-06ffad7e5f2348ad,tomcat,2023-10-22,Bug report for Tomcat Connectors [2023/10/22],1,pending,,
topic-0cc11677d60b0a94,tomcat,2023-10-22,Bug report for Tomcat Native [2023/10/22],1,pending,,
topic-0d23c16218b77fb0,tomcat,2023-10-22,Bug report for Tomcat Modules [2023/10/22],1,pending,,
topic-214c159cfdeeb3ca,tomcat,2023-10-22,Bug report for Tomcat 10 [2023/10/22],1,pending,,
topic-5154fc22a49d6aaf,tomcat,2023-10-22,Bug report for Taglibs [2023/10/22],1,pending,,
topic-57be82c25a5408f2,tomcat,2023-10-22,Bug report for Tomcat 9 [2023/10/22],1,pending,,
topic-a7c6feb0f1782b55,tomcat,2023-10-22,Bug report for Tomcat 8 [2023/10/22],1,pending,,
topic-299e83d6c4036292,tomcat,2023-10-23,[tomcat] branch main updated: Add more complex password picker,1,pending,,
topic-39d5bd75a4861b6d,tomcat,2023-10-23,[PR] Fix bz67675 [tomcat],9,pending,,
topic-96a061620fae8a93,tomcat,2023-10-23,[Bug 64826] libtcnative prompts for private key password in some situations,2,pending,,
topic-2823c774e61fd693,tomcat,2023-10-24,[PR] Update ssh key [tomcat-maven-plugin],1,pending,,
topic-3e65c241791a8c08,tomcat,2023-10-25,[Bug 67927] TLSCertificateReloadListener triggers race condition (?) in OpenSSL code which causes the JVM to die,18,pending,,
topic-9811cdfe461994d7,tomcat,2023-10-25,[tomcat] branch main updated: Correct exception message.,2,pending,,
topic-abf43fbd580652c4,tomcat,2023-10-25,[Bug 67783] Fault when starting tomcat with a pkcs12 keystore that contains the TrustedKeyUsage OID,1,pending,,
topic-c46127a9b944d29d,tomcat,2023-10-25,[Bug 67926] PEMFile prints unidentifiable string representation of ASN.1 OIDs,8,pending,,
topic-f02d8261177b5ba3,tomcat,2023-10-25,[Bug 67927] New: TLSCertificateReloadListener triggers race condition (?) in OpenSSL code which causes the JVM to die,1,pending,,
topic-fff9320420bd9400,tomcat,2023-10-25,[Bug 67926] New: PEMFile prints unidentifiable string representation of ASN.1 OIDs,1,pending,,
topic-426dec7ccd58368e,tomcat,2023-10-26,[PR] Add support for CIDR notation in `RemoteIpFilter` [tomcat],8,pending,,
topic-b24ab0e7392a38bf,tomcat,2023-10-26,[Bug 67932] New: module-info re-export other libraries,1,pending,,
topic-238febc112b49260,tomcat,2023-10-27,[Bug 67938] New: Tomcat mishandles large client hello messages,1,pending,,
topic-5d0fff12fa14e2c8,tomcat,2023-10-27,[tomcat] branch main updated: Add support to EL for Records,2,pending,,
topic-6b781182dc72dbc1,tomcat,2023-10-27,(tomcat) branch main updated: Fix resolver count,3,pending,,
topic-6dba791f40623937,tomcat,2023-10-27,[Bug 67934] APR connectors will fail to load when tcnative-1 and tcnative-2 are installed in parallel,2,pending,,
topic-7c090800c2a43745,tomcat,2023-10-27,Tomcat 9.0.74 change causes not honoring session timeout configured in tomcat web.xml for FORM Authentication,2,pending,,
topic-8f1861f855f388a0,tomcat,2023-10-27,[Bug 67938] Tomcat mishandles large client hello messages,6,pending,,
topic-a89920fb7621798a,tomcat,2023-10-27,[Bug 67934] New: APR connectors will fail to load when tcnative-1 and tcnative-2 are installed in parallel,1,pending,,
topic-034f3383d2445afb,tomcat,2023-10-28,[Bug 68000] New: rtttt,3,pending,,
topic-037ca1a19dfa7bcb,tomcat,2023-10-28,[Bug 67949] New: aaa,1,pending,,
topic-052b4ad82c5ec961,tomcat,2023-10-28,[Bug 68003] New: ggdf,1,pending,,
topic-07423b96d3de566a,tomcat,2023-10-28,[Bug 67954] New: aaaaaaaaaaaaaa12,1,pending,,
topic-1694ca49551ea139,tomcat,2023-10-28,[Bug 67971] New: aaaaaaaaaaaaaa12,1,pending,,
topic-1fd09e00acca1ffa,tomcat,2023-10-28,[Bug 67983] New: saaa,1,pending,,
topic-20ef4e0c0fb19d3f,tomcat,2023-10-28,[Bug 67999] New: errrr,1,pending,,
topic-222cfe21e88a19f4,tomcat,2023-10-28,[Bug 67993] New: eeee,1,pending,,
topic-252cd06861113de2,tomcat,2023-10-28,[Bug 67975] New: yuy,1,pending,,
topic-27a78d6ffa11a350,tomcat,2023-10-28,[Bug 67965] New: a,1,pending,,
topic-2e73d06ce17bf140,tomcat,2023-10-28,[Bug 67981] New: aaa,1,pending,,
topic-2f8227bd8f294cf0,tomcat,2023-10-28,[Bug 67947] New: a,1,pending,,
topic-30772920c9fc4715,tomcat,2023-10-28,[Bug 67951] New: aaaaaaaaaaaaaa12,1,pending,,
topic-364b4de44ce98f41,tomcat,2023-10-28,[Bug 68004] New: ffgghh,1,pending,,
topic-3cde12aa85e7b623,tomcat,2023-10-28,[Bug 67984] New: azaa,1,pending,,
topic-3e0b3a740565547a,tomcat,2023-10-28,[Bug 67973] New: tttt,1,pending,,
topic-3e2bd1850a408b19,tomcat,2023-10-28,[Bug 67958] New: aaaa,1,pending,,
topic-428ef3cba3c5e4b6,tomcat,2023-10-28,[Bug 67957] New: hhhh,1,pending,,
topic-49725d6997b79407,tomcat,2023-10-28,[Bug 67991] New: rrrr,1,pending,,
topic-4a7bb3e7603a8eff,tomcat,2023-10-28,[Bug 67968] New: aaaaaaaaaaaaaa12,1,pending,,
topic-4c6dc23d98695f94,tomcat,2023-10-28,[Bug 67998] New: rrt,1,pending,,
topic-53007c8368ccd1d0,tomcat,2023-10-28,[Bug 67996] New: rtt,1,pending,,
topic-55a2809f204866b9,tomcat,2023-10-28,[Bug 67989] New: trttt,1,pending,,
topic-55ba65a78409bc1a,tomcat,2023-10-28,[Bug 67997] New: uuuu,1,pending,,
topic-59d360af4100782c,tomcat,2023-10-28,[Bug 68005] New: yyyrty,1,pending,,
topic-5ae3c3450c79fd95,tomcat,2023-10-28,[Bug 67969] New: a,1,pending,,
topic-5c925771df1cacdd,tomcat,2023-10-28,[Bug 67963] New: aaaaaaaaaaaaaa12,1,pending,,
topic-606113fcbe1ee82e,tomcat,2023-10-28,[Bug 67962] New: dsdsdsddsdt,1,pending,,
topic-6b4eccb4886d2f3b,tomcat,2023-10-28,[Bug 67994] New: eeee,1,pending,,
topic-72da783a9ff4b225,tomcat,2023-10-28,[Bug 67964] New: aaaaaaaaaaaaaa12,1,pending,,
topic-78944063d403a475,tomcat,2023-10-28,[Bug 67952] New: aaa,1,pending,,
topic-7a58f16c9afe0896,tomcat,2023-10-28,[Bug 67985] New: azaa,1,pending,,
topic-7d8af417644b6a35,tomcat,2023-10-28,[Bug 67953] New: aaaaaaaaaaaaaa12a,1,pending,,
topic-827db537eaa450b3,tomcat,2023-10-28,[Bug 67992] New: eee,1,pending,,
topic-9130361ab6b6771d,tomcat,2023-10-28,[Bug 67980] New: aaa,1,pending,,
topic-91c120fbaf344147,tomcat,2023-10-28,[Bug 67986] New: azaa,1,pending,,
topic-925810a342ea7429,tomcat,2023-10-28,[Bug 67990] New: tttr,1,pending,,
topic-92e024c0115392d0,tomcat,2023-10-28,[Bug 67978] New: fff,1,pending,,
topic-92f4b0d013bdf5ac,tomcat,2023-10-28,[Bug 67982] New: aaaa,1,pending,,
topic-95101ef8725a8ec0,tomcat,2023-10-28,[Bug 67995] New: ttyyy,1,pending,,
topic-98432c56eb1ac31e,tomcat,2023-10-28,[Bug 67955] New: dsdsdsddsdt,1,pending,,
topic-a06baa16a3ac96b3,tomcat,2023-10-28,[Bug 67970] New: aaaaaaaaaaaaaa12,1,pending,,
topic-aac9b19a5de83648,tomcat,2023-10-28,[Bug 67950] New: aaa,1,pending,,
topic-ab8819eb2c048b40,tomcat,2023-10-28,[Bug 67979] New: azaa,1,pending,,
topic-ae5751c71438ff2f,tomcat,2023-10-28,[Bug 67956] New: aaaa,1,pending,,
topic-b52fa28566a7629b,tomcat,2023-10-28,[Bug 67988] New: ttt,1,pending,,
topic-bf96f23e01dc2f73,tomcat,2023-10-28,[Bug 67977] New: gggf,1,pending,,
topic-c0776f99f47c6609,tomcat,2023-10-28,[Bug 67960] New: aza,1,pending,,
topic-c1f77043a6329ec2,tomcat,2023-10-28,[Bug 67967] New: aaaaaaaaaaaaaa12,1,pending,,
topic-c4a04ad68efdf3e7,tomcat,2023-10-28,[Bug 67987] New: azaa,1,pending,,
topic-d446c0dc0fa2953f,tomcat,2023-10-28,[Bug 67972] New: dsdsdsddsdt,1,pending,,
topic-d58c4d5f9845b1cf,tomcat,2023-10-28,[Bug 68001] New: rrrrr,1,pending,,
topic-d6fb4340e59dd5e6,tomcat,2023-10-28,[Bug 67974] New: dfff,1,pending,,
topic-dc35d2e1bf3b551f,tomcat,2023-10-28,[Bug 68002] New: rdrrt,1,pending,,
topic-dddff2ed8c946478,tomcat,2023-10-28,[Bug 67966] New: dsdsdsddsdt,1,pending,,
topic-e40b8217b5727be0,tomcat,2023-10-28,[Bug 67961] New: azzz,1,pending,,
topic-f31c026d440bede2,tomcat,2023-10-28,[Bug 67948] New: a,1,pending,,
topic-f4131716665b4655,tomcat,2023-10-28,[Bug 67959] New: aaaaaaaaaaaaaa12,1,pending,,
topic-ffd70b021aa0cb8a,tomcat,2023-10-28,[Bug 67976] New: fff,1,pending,,
topic-169b558387d02239,tomcat,2023-10-29,Bug report for Taglibs [2023/10/29],1,pending,,
topic-238e9956d9fc2fac,tomcat,2023-10-29,Bug report for Tomcat Modules [2023/10/29],1,pending,,
topic-6c1c13650fa8869e,tomcat,2023-10-29,Bug report for Tomcat 8 [2023/10/29],1,pending,,
topic-88e0181729a05f0f,tomcat,2023-10-29,Bug report for Tomcat Native [2023/10/29],1,pending,,
topic-8d94ca27cbe03382,tomcat,2023-10-29,Bug report for Tomcat Connectors [2023/10/29],1,pending,,
topic-e3472074db4d6454,tomcat,2023-10-29,Bug report for Tomcat 9 [2023/10/29],1,pending,,
topic-f01b241521bddeb3,tomcat,2023-10-29,Bug report for Tomcat 10 [2023/10/29],1,pending,,
topic-0a62d3c09ac7aaa8,tomcat,2023-10-30,[PR] BZ 67926: PEMFile prints unidentifiable string representation of ASN.1 OIDs [tomcat],14,pending,,
topic-262507b4cee0035e,tomcat,2023-10-30,(tomcat-native) branch main updated: BZ 67818: SSL#setVerify()/SSLContext#setVerify() silently set undocumented default verify paths,4,pending,,
topic-32b0ebca8c6efbef,tomcat,2023-10-30,[Bug 68026] org.apache.tomcat.buf.MessageBytes.toString() is no longuer cached,9,pending,,
topic-81a6cce9d96e845e,tomcat,2023-10-30,Call for Presentations now open: Community over Code EU 2024,2,pending,,
topic-dbecb7ce0a51484b,tomcat,2023-10-30,[Bug 68026] New: org.apache.tomcat.buf.MessageBytes.toString() is no longuer cached,1,pending,,
topic-745236d961655e86,tomcat,2023-10-31,[Bug 68035] New: Deploying a directory from Host appBase fails,1,pending,,
topic-c679f53e84901c56,tomcat,2023-10-31,[Bug 68037] New: Async Servlet implementation doesn't allow setting a response status,1,pending,,
topic-e413e60461b79e35,tomcat,2023-10-31,[Bug 68037] Async Servlet implementation doesn't allow setting a response status,8,pending,,
topic-1edb6baa1c62a00a,tomcat,2023-11-01,[PR] Fix explicit chunked encoding specification [tomcat],4,pending,,
topic-bfab61017111246f,tomcat,2023-11-01,(tomcat) branch main updated: Line length,1,pending,,
topic-e6561e976a8569e2,tomcat,2023-11-01,[Bug 67932] module-info re-export other libraries,1,pending,,
topic-0d47f073a17034da,tomcat,2023-11-02,[Bug 68054] DirResourcesSet: getCanonicalPath is very slow in windows,4,pending,,
topic-262ad7ac00805354,tomcat,2023-11-02,BND 7.0.0 requires Java 17,5,pending,,
topic-3c9848e901e55c1b,tomcat,2023-11-02,[Bug 68054] New: DirResourcesSet: getCanonicalPath is very slow in windows,1,pending,,
topic-4e17ea5fc49b3ecd,tomcat,2023-11-02,[Bug 68035] Deploying a directory from Host appBase fails,7,pending,,
topic-e67aba63e9a0af3f,tomcat,2023-11-02,(tomcat) branch main updated: Fix BZ 67929 - TLS config reload can trigger JVM crash,2,pending,,
topic-9ec270dda1b0705e,tomcat,2023-11-03,(tomcat) branch main updated: Update BND to 7.0.0,7,pending,,
topic-a482dfe8116d9766,tomcat,2023-11-03,[Bug 68068] New: Hotspot in Ast*Nodes: itable method calls,1,pending,,
topic-ada04f85fd1c5bf9,tomcat,2023-11-03,Concerning OpenSSL main (raised in BZ 67628),1,pending,,
topic-0b4be672505905aa,tomcat,2023-11-05,Bug report for Taglibs [2023/11/05],1,pending,,
topic-182ed31ba3be0dc4,tomcat,2023-11-05,Bug report for Tomcat Connectors [2023/11/05],1,pending,,
topic-32a8b7cae8e8dbeb,tomcat,2023-11-05,Bug report for Tomcat 9 [2023/11/05],1,pending,,
topic-3fac87b889a59950,tomcat,2023-11-05,Bug report for Tomcat Native [2023/11/05],1,pending,,
topic-4959a2f62cbab9aa,tomcat,2023-11-05,Bug report for Tomcat 8 [2023/11/05],1,pending,,
topic-69b67d6ce81f5761,tomcat,2023-11-05,Bug report for Tomcat Modules [2023/11/05],1,pending,,
topic-91f2aeefafcac69b,tomcat,2023-11-05,Bug report for Tomcat 10 [2023/11/05],1,pending,,
topic-674596c12b32a50d,tomcat,2023-11-06,[Bug 68068] Hotspot in Ast*Nodes: itable method calls,6,pending,,
topic-712c56dcb8325d23,tomcat,2023-11-06,[Bug 65111] Possible memory leak in AprEndpoint - socketBufferHandler is not cleared,1,pending,,
topic-86482b9f7fb50174,tomcat,2023-11-06,[Bug 68089] New: ApplicationHttpRequest.getSpecial() and removeSpecial() use linear scans,1,pending,,
topic-71ae2c7dbc799b49,tomcat,2023-11-07,[Bug 68089] ApplicationHttpRequest.getSpecial() and removeSpecial() use linear scans,14,pending,,
topic-7e33dc00118162f1,tomcat,2023-11-07,[Bug 68092] New: Failed to connect database after upgrading to tomcat-8.5.94 in linux,1,pending,,
topic-b715b9084742f742,tomcat,2023-11-07,[PR] Added support for JDBC 4.3 beginRequest and endRequest methods. [tomcat],4,pending,,
topic-c430ca2efc5eded2,tomcat,2023-11-07,[Bug 68092] Failed to connect database after upgrading to tomcat-8.5.94 in linux,4,pending,,
topic-4504affcd61008f4,tomcat,2023-11-08,[Bug 68105] Required fix for hsts on tomcat 7.0.57,3,pending,,
topic-73d493b549c0585d,tomcat,2023-11-08,[Bug 2651] the mailer - tags reply no error,1,pending,,
topic-e9b1ac6e4c5bda72,tomcat,2023-11-08,[Bug 68105] New: Required fix for hsts on tomcat 7.0.57,1,pending,,
topic-ea83ce5395a07ae2,tomcat,2023-11-08,Tagging and code signing,5,pending,,
topic-22a2c64f92b9da7e,tomcat,2023-11-09,[Bug 68117] Latest development in native/apache-2.0/Makefile.in causes linking problem,3,pending,,
topic-455bb05acc19efd6,tomcat,2023-11-09,[Bug 68119] New: Significant overhead in javax.el.CompositeELResolver.convertToType,1,pending,,
topic-4a09a68ef13b3dab,tomcat,2023-11-09,[Bug 68117] New: Latest development in native/apache-2.0/Makefile.in causes linking problem,1,pending,,
topic-6d4e84120ac61342,tomcat,2023-11-09,(tomcat) 04/04: Ignore x86 binary for Tomcat 11.0.x,1,pending,,
topic-7432e39fcebda2e8,tomcat,2023-11-09,[VOTE] Release Apache Tomcat 9.0.83,5,pending,,
topic-7fda616357d30df7,tomcat,2023-11-09,[Bug 63023] Provide a way to load SecurityProviders into the system classloader compatible with Java 9+,1,pending,,
topic-a67a2a2b70f8543a,tomcat,2023-11-09,(tomcat) branch main updated: Reproducible build fixes,2,pending,,
topic-ad90c359e0fdda72,tomcat,2023-11-09,[VOTE] Release Apache Tomcat 11.0.0-M14,10,pending,,
topic-b572b5436c7e8003,tomcat,2023-11-09,(tomcat) 01/01: Tag 11.0.0-M14,2,pending,,
topic-efe588729bcb91d0,tomcat,2023-11-09,Unexpected error running unit tests in 8.5.x,2,pending,,
topic-16ef0ec7d920d607,tomcat,2023-11-10,Release build JDK,2,pending,,
topic-2e69a315638161ba,tomcat,2023-11-10,(tomcat-connectors) branch main updated: BZ 68117: Fix typo and escaping in libtool flag introduced in 1.2.49.,2,pending,,
topic-5a51c153ab18ffdb,tomcat,2023-11-10,[VOTE] Release Apache Tomcat 8.5.99,8,pending,,
topic-9ddfb57dc10f9d9e,tomcat,2023-11-10,[VOTE] Release Apache Tomcat 8.5.96,7,pending,,
topic-c1d53a5d3b4a1b33,tomcat,2023-11-10,"[VOTE] Release Apache Tomcat 8.5.99... er, .96",1,pending,,
topic-d537358af35caef1,tomcat,2023-11-10,[VOTE] Release Apache Tomcat 10.1.16,7,pending,,
topic-14d9a5f7b1547766,tomcat,2023-11-11,Running TC 10.1 unit tests with Java 11?,2,pending,,
topic-51171c95ee6315de,tomcat,2023-11-11,[Bug 68124] New: Outdated sample.war artifact,1,pending,,
topic-1f129674dd9fdc96,tomcat,2023-11-12,Bug report for Tomcat 9 [2023/11/12],1,pending,,
topic-3e487ee8846c6154,tomcat,2023-11-12,Bug report for Tomcat 8 [2023/11/12],1,pending,,
topic-4a19ecf16e08ccfc,tomcat,2023-11-12,Bug report for Tomcat Native [2023/11/12],1,pending,,
topic-86cf18868d93c8e1,tomcat,2023-11-12,Bug report for Taglibs [2023/11/12],1,pending,,
topic-9cc5234f16c1b70a,tomcat,2023-11-12,Bug report for Tomcat 10 [2023/11/12],1,pending,,
topic-a1e06551c289e6fd,tomcat,2023-11-12,Bug report for Tomcat Modules [2023/11/12],1,pending,,
topic-ecb53a25908bc36d,tomcat,2023-11-12,Bug report for Tomcat Connectors [2023/11/12],1,pending,,
topic-18eafc853189501a,tomcat,2023-11-14,[VOTE][RESULT] Release Apache Tomcat 10.1.16,1,pending,,
topic-191b8f7bfd4345fe,tomcat,2023-11-14,[VOTE][RESULT] Release Apache Tomcat 8.5.96,2,pending,,
topic-525c638be70000e9,tomcat,2023-11-14,Tomcat 8.5.x and repeatable builds,5,pending,,
topic-936913204b2a61a9,tomcat,2023-11-14,[ANN] Apache Tomcat 10.1.16 available,1,pending,,
topic-d632c170550b2d79,tomcat,2023-11-14,[ANN] Apache Tomcat 8.5.96 available,1,pending,,
topic-7cb155518e870157,tomcat,2023-11-15,[VOTE][RESULT] Release Apache Tomcat 9.0.83,1,pending,,
topic-7f264736e886241e,tomcat,2023-11-15,[VOTE][RESULT] Release Apache Tomcat 11.0.0-M14,1,pending,,
topic-a32b720b39b71462,tomcat,2023-11-15,[ANN] Apache Tomcat 11.0.0-M14 (alpha) available,1,pending,,
topic-bb33f7bfaaac8918,tomcat,2023-11-15,unable to start the tomcat 11 after successful build,2,pending,,
topic-fcf666156efafe3d,tomcat,2023-11-15,[ANN] Apache Tomcat 9.0.83 available,1,pending,,
topic-2aca42029cd03218,tomcat,2023-11-17,[I] Request to support ear file type as archive file [tomcat-jakartaee-migration],3,pending,,
topic-e649a3bd92893bac,tomcat,2023-11-17,[PR] #49 support ear file type as archive file [tomcat-jakartaee-migration],1,pending,,
topic-899e7bfddab39aed,tomcat,2023-11-18,[PR] Add support for RequestBoudaries in DBCP [tomcat],4,pending,,
topic-43fe30a4e71f6a80,tomcat,2023-11-19,Bug report for Tomcat 9 [2023/11/19],1,pending,,
topic-4688afe18f0da3c8,tomcat,2023-11-19,Bug report for Taglibs [2023/11/19],1,pending,,
topic-7822af184438f061,tomcat,2023-11-19,Bug report for Tomcat 10 [2023/11/19],1,pending,,
topic-9de4470cd3a44e35,tomcat,2023-11-19,Bug report for Tomcat Native [2023/11/19],1,pending,,
topic-d1c414aa7254bad6,tomcat,2023-11-19,Bug report for Tomcat 8 [2023/11/19],1,pending,,
topic-f5ea5fc8064ca8c5,tomcat,2023-11-19,Bug report for Tomcat Modules [2023/11/19],1,pending,,
topic-f9fb2ed5b0bc078b,tomcat,2023-11-19,Bug report for Tomcat Connectors [2023/11/19],1,pending,,
topic-2c36f309fa06f8c1,tomcat,2023-11-20,[Bug 68124] Outdated sample.war artifact,1,pending,,
topic-3d234d13918c717b,tomcat,2023-11-20,"[PR] Making sure that stop is not ""blocked"" by the check() in HostConfig [tomcat]",2,pending,,
topic-7bfc6a3b725bd53e,tomcat,2023-11-20,[PR] Bump derby from 10.4.2.0 to 10.14.2.0 in /standard-examples [tomcat-taglibs-standard],2,pending,,
topic-d30a7a7d9bc68849,tomcat,2023-11-20,[PR] Bump derby from 10.4.2.0 to 10.14.2.0 in /standard-test [tomcat-taglibs-standard],2,pending,,
topic-d969079ca98aaffe,tomcat,2023-11-25,(tomcat) 03/08: Code clean - formatting. No functional change.,7,pending,,
topic-205316a85ca86985,tomcat,2023-11-26,Bug report for Taglibs [2023/11/26],1,pending,,
topic-3b81e64ce4340be4,tomcat,2023-11-26,[Bug 68228] 9.0.83 no more allows setting a status code on a read exception,3,pending,,
topic-42b0038d2cab4bf5,tomcat,2023-11-26,Bug report for Tomcat 10 [2023/11/26],1,pending,,
topic-4fb32fb344250c13,tomcat,2023-11-26,Bug report for Tomcat 8 [2023/11/26],1,pending,,
topic-6b1ee6e906bf28d5,tomcat,2023-11-26,Bug report for Tomcat Native [2023/11/26],1,pending,,
topic-8a803d03dcf6a1b1,tomcat,2023-11-26,Bug report for Tomcat Connectors [2023/11/26],1,pending,,
topic-99b130f3d93d0392,tomcat,2023-11-26,Bug report for Tomcat 9 [2023/11/26],1,pending,,
topic-baee135a2fd1ac80,tomcat,2023-11-26,[Bug 68228] New: 9.0.83 no more allows setting a status code on a ReadException,1,pending,,
topic-dc616b97be4f5224,tomcat,2023-11-26,Bug report for Tomcat Modules [2023/11/26],1,pending,,
topic-e49f8126e20d7406,tomcat,2023-11-26,[Bug 68227] New: AsyncListener::onComplete is not called on network error if error listener calls dispatch,1,pending,,
